ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Home Stadium
8548,Korea Cup,28/06/1993,South Korea,0,1,Egypt,,TRUE
8549,Friendly,29/06/1993,Costa Rica,0,2,Mexico,,TRUE
8550,Copa America,30/06/1993,Ecuador,0,2,Mexico,,TRUE
8551,Copa America,01/07/1993,Colombia,0,0,Argentina,Argentina win on penalties,FALSE
8552,FIFA World Cup qualification,02/07/1993,Oman,0,1,Iran,,FALSE
8553,Copa America,03/07/1993,Ecuador,0,1,Colombia,,TRUE
8554,Copa America,04/07/1993,Argentina,2,1,Mexico,,FALSE
8555,Friendly,04/07/1993,Jamaica,1,1,Costa Rica,,TRUE
8556,FIFA World Cup qualification,04/07/1993,Zambia,2,1,Morocco,,TRUE
8557,FIFA World Cup qualification,04/07/1993,Zimbabwe,1,0,Cameroon,,TRUE
8558,FIFA World Cup qualification,06/07/1993,Syria,1,1,Iran,,TRUE
8559,Gold Cup,10/07/1993,United States,1,0,Jamaica,,TRUE
8560,African Cup of Nations qualification,11/07/1993,Benin,0,3,Cameroon,,TRUE
8561,Gold Cup,11/07/1993,Canada,1,1,Costa Rica,,FALSE
8562,African Cup of Nations qualification,11/07/1993,Egypt,1,1,Morocco,,TRUE
8563,Gold Cup,11/07/1993,Mexico,9,0,Martinique,,TRUE
8564,African Cup of Nations qualification,11/07/1993,Senegal,1,1,Sierra Leone,,TRUE
8565,Friendly,13/07/1993,Peru,1,2,Uruguay,,TRUE
8566,Friendly,14/07/1993,Brazil,2,0,Paraguay,,TRUE
8567,Gold Cup,14/07/1993,United States,2,1,Panama,,TRUE
8568,Gold Cup,15/07/1993,Canada,2,2,Martinique,,FALSE
8569,Gold Cup,15/07/1993,Mexico,1,1,Costa Rica,,TRUE
8570,FIFA World Cup qualification,17/07/1993,Senegal,1,3,Morocco,,TRUE
8571,Friendly,17/07/1993,Uruguay,3,0,Peru,,TRUE
8572,Gold Cup,17/07/1993,United States,1,0,Honduras,,TRUE
8573,Gold Cup,18/07/1993,Costa Rica,3,1,Martinique,,FALSE
8574,FIFA World Cup qualification,18/07/1993,Ecuador,0,0,Brazil,,TRUE
8575,FIFA World Cup qualification,18/07/1993,Guinea,0,1,Cameroon,,TRUE
8576,Gold Cup,18/07/1993,Mexico,8,0,Canada,,TRUE
8577,Gold Cup,21/07/1993,United States,1,0,Costa Rica,,TRUE
8578,Gold Cup,22/07/1993,Mexico,6,1,Jamaica,,TRUE
8579,African Cup of Nations qualification,25/07/1993,Algeria,4,0,Senegal,,TRUE
8580,FIFA World Cup qualification,25/07/1993,Bolivia,2,0,Brazil,,TRUE
8581,African Cup of Nations qualification,25/07/1993,Cameroon,2,0,Niger,,TRUE
8582,Gold Cup,25/07/1993,Jamaica,1,1,Costa Rica,,FALSE
8583,African Cup of Nations qualification,25/07/1993,Liberia,0,2,Ghana,,TRUE
8584,African Cup of Nations qualification,25/07/1993,Malawi,0,2,Morocco,,TRUE
8585,Gold Cup,25/07/1993,Mexico,4,0,United States,,TRUE
8586,FIFA World Cup qualification,25/07/1993,Venezuela,0,1,Uruguay,,TRUE
8587,Friendly,28/07/1993,France,3,1,Russia,,TRUE
8588,FIFA World Cup qualification,31/07/1993,Canada,2,1,Australia,,TRUE
8589,FIFA World Cup qualification,01/08/1993,Peru,0,1,Argentina,,TRUE
8590,FIFA World Cup qualification,01/08/1993,Uruguay,0,0,Ecuador,,TRUE
8591,FIFA World Cup qualification,01/08/1993,Venezuela,1,5,Brazil,,TRUE
8592,FIFA World Cup qualification,07/08/1993,Senegal,0,0,Zambia,,FALSE
8593,FIFA World Cup qualification,08/08/1993,Bolivia,3,1,Uruguay,,TRUE
8594,Friendly,08/08/1993,Brazil,1,1,Mexico,,TRUE
8595,FIFA World Cup qualification,08/08/1993,Ecuador,5,0,Venezuela,,TRUE
8596,FIFA World Cup qualification,08/08/1993,Paraguay,1,3,Argentina,,TRUE
8597,Friendly,11/08/1993,Sweden,1,2,Switzerland,,TRUE
8598,FIFA World Cup qualification,15/08/1993,Australia,2,1,Canada,Australia win on penalties,TRUE
8599,FIFA World Cup qualification,15/08/1993,Bolivia,1,0,Ecuador,,TRUE
8600,FIFA World Cup qualification,15/08/1993,Colombia,2,1,Argentina,,TRUE
8601,FIFA World Cup qualification,15/08/1993,Uruguay,1,1,Brazil,,TRUE
8602,FIFA World Cup qualification,22/08/1993,Argentina,2,1,Peru,,TRUE
8603,FIFA World Cup qualification,22/08/1993,Brazil,2,0,Ecuador,,TRUE
8604,FIFA World Cup qualification,22/08/1993,Sweden,1,1,France,,TRUE
8605,FIFA World Cup qualification,25/08/1993,Denmark,4,0,Lithuania,,TRUE
8606,FIFA World Cup qualification,29/08/1993,Argentina,0,0,Paraguay,,TRUE
8607,FIFA World Cup qualification,29/08/1993,Brazil,6,0,Bolivia,,TRUE
8608,FIFA World Cup qualification,29/08/1993,Uruguay,4,0,Venezuela,,TRUE
8609,Friendly,31/08/1993,Iceland,0,1,United States,,TRUE
8610,FIFA World Cup qualification,05/09/1993,Argentina,0,5,Colombia,,TRUE
8611,FIFA World Cup qualification,05/09/1993,Brazil,4,0,Venezuela,,TRUE
8612,FIFA World Cup qualification,05/09/1993,Ecuador,0,1,Uruguay,,TRUE
8613,FIFA World Cup qualification,05/09/1993,Estonia,0,2,Portugal,,TRUE
8614,FIFA World Cup qualification,08/09/1993,Albania,0,1,Denmark,,TRUE
8615,FIFA World Cup qualification,08/09/1993,England,3,0,Poland,,TRUE
8616,FIFA World Cup qualification,08/09/1993,Finland,0,2,France,,TRUE
8617,Friendly,08/09/1993,Norway,1,0,United States,,TRUE
8618,FIFA World Cup qualification,08/09/1993,Scotland,1,1,Switzerland,,TRUE
8619,Friendly,08/09/1993,Spain,2,0,Chile,,TRUE
8620,FIFA World Cup qualification,08/09/1993,Wales,2,2,Czech Republic,,TRUE
8621,FIFA World Cup qualification,12/09/1993,Uruguay,2,1,Bolivia,,TRUE
8622,FIFA World Cup qualification,12/09/1993,Venezuela,2,1,Ecuador,,TRUE
8623,Friendly,15/09/1993,Morocco,3,0,Mali,,TRUE
8624,Friendly,17/09/1993,Saudi Arabia,4,0,Thailand,,TRUE
8625,FIFA World Cup qualification,19/09/1993,Brazil,2,0,Uruguay,,TRUE
8626,FIFA World Cup qualification,19/09/1993,Ecuador,1,1,Bolivia,,TRUE
8627,Friendly,19/09/1993,Zimbabwe,2,0,Senegal,,TRUE
8628,Friendly,20/09/1993,Saudi Arabia,3,0,Thailand,,TRUE
8629,FIFA World Cup qualification,22/09/1993,Albania,1,5,Spain,,TRUE
8630,Friendly,22/09/1993,Mexico,1,0,Cameroon,,FALSE
8631,FIFA World Cup qualification,22/09/1993,Norway,1,0,Poland,,TRUE
8632,FIFA World Cup qualification,22/09/1993,San Marino,0,7,Netherlands,,FALSE
8633,Friendly,22/09/1993,Tunisia,1,1,Germany,,TRUE
8634,Friendly,23/09/1993,Saudi Arabia,1,2,Costa Rica,,TRUE
8635,Friendly,24/09/1993,South Korea,1,1,Australia,,TRUE
8636,Friendly,26/09/1993,South Korea,1,0,Australia,,TRUE
8637,FIFA World Cup qualification,26/09/1993,Zambia,4,0,Senegal,,TRUE
8638,Friendly,27/09/1993,Saudi Arabia,3,2,Costa Rica,,TRUE
8639,Friendly,29/09/1993,Mexico,0,0,Poland,,FALSE
8640,Friendly,01/10/1993,Morocco,1,0,Gabon,,TRUE
8641,Friendly,04/10/1993,Japan,1,0,Ivory Coast,,TRUE
8642,Friendly,06/10/1993,Belgium,2,1,Gabon,,TRUE
8643,Friendly,06/10/1993,Mexico,4,0,South Africa,,FALSE
8644,Friendly,06/10/1993,Saudi Arabia,4,2,Russia,,TRUE
8645,FIFA World Cup qualification,10/10/1993,Cameroon,3,1,Zimbabwe,,TRUE
8646,FIFA World Cup qualification,10/10/1993,Morocco,1,0,Zambia,,TRUE
8647,FIFA World Cup qualification,13/10/1993,Denmark,1,0,Northern Ireland,,TRUE
8648,FIFA World Cup qualification,13/10/1993,France,2,3,Israel,,TRUE
8649,Friendly,13/10/1993,Germany,5,0,Uruguay,,TRUE
8650,FIFA World Cup qualification,13/10/1993,Republic of Ireland,1,3,Spain,,TRUE
8651,FIFA World Cup qualification,13/10/1993,Netherlands,2,0,England,,TRUE
8652,FIFA World Cup qualification,13/10/1993,Poland,0,3,Norway,,TRUE
8653,FIFA World Cup qualification,13/10/1993,Portugal,1,0,Switzerland,,TRUE
8654,FIFA World Cup qualification,13/10/1993,Romania,2,1,Belgium,,TRUE
8655,Friendly,13/10/1993,United States,1,1,Mexico,,TRUE
8656,FIFA World Cup qualification,13/10/1993,Wales,2,0,Cyprus,,TRUE
8657,FIFA World Cup qualification,15/10/1993,Saudi Arabia,0,0,Japan,,FALSE
8658,FIFA World Cup qualification,16/10/1993,Iran,0,3,South Korea,,FALSE
8659,Friendly,16/10/1993,United States,1,2,Ukraine,,TRUE
8660,Friendly,17/10/1993,Tunisia,3,1,Iceland,,TRUE
8661,FIFA World Cup qualification,18/10/1993,Japan,1,2,Iran,,FALSE
8662,FIFA World Cup qualification,18/10/1993,North Korea,1,2,Saudi Arabia,,FALSE
8663,FIFA World Cup qualification,19/10/1993,Iraq,2,2,South Korea,,FALSE
8664,Friendly,20/10/1993,Mexico,2,1,Ukraine,,FALSE
8665,FIFA World Cup qualification,21/10/1993,North Korea,0,3,Japan,,FALSE
8666,FIFA World Cup qualification,22/10/1993,Iran,1,2,Iraq,,FALSE
8667,FIFA World Cup qualification,22/10/1993,South Korea,1,1,Saudi Arabia,,FALSE
8668,Friendly,23/10/1993,United States,0,1,Ukraine,,TRUE
8669,FIFA World Cup qualification,24/10/1993,Iraq,1,1,Saudi Arabia,,FALSE
8670,FIFA World Cup qualification,25/10/1993,Iran,2,1,North Korea,,FALSE
8671,FIFA World Cup qualification,25/10/1993,Japan,1,0,South Korea,,FALSE
8672,FIFA World Cup qualification,27/10/1993,Turkey,2,1,Poland,,TRUE
8673,FIFA World Cup qualification,28/10/1993,Iraq,2,2,Japan,,FALSE
8674,FIFA World Cup qualification,28/10/1993,South Korea,3,0,North Korea,,FALSE
8675,FIFA World Cup qualification,28/10/1993,Saudi Arabia,4,3,Iran,,FALSE
8676,FIFA World Cup qualification,31/10/1993,Australia,1,1,Argentina,,TRUE
8677,Friendly,03/11/1993,Mexico,3,0,China PR,,FALSE
8678,Friendly,05/11/1993,Tunisia,4,0,Gabon,,TRUE
8679,Friendly,07/11/1993,Tunisia,2,1,Egypt,,TRUE
8680,Friendly,07/11/1993,United States,1,0,Jamaica,,TRUE
8681,FIFA World Cup qualification,10/11/1993,Portugal,3,0,Estonia,,TRUE
8682,Friendly,14/11/1993,United States,8,1,Cayman Islands,,TRUE
8683,FIFA World Cup qualification,17/11/1993,Argentina,1,0,Australia,,TRUE
8684,FIFA World Cup qualification,17/11/1993,Belgium,0,0,Czech Republic,,TRUE
8685,FIFA World Cup qualification,17/11/1993,France,1,2,Bulgaria,,TRUE
8686,Friendly,17/11/1993,Germany,2,1,Brazil,,TRUE
8687,FIFA World Cup qualification,17/11/1993,Italy,1,0,Portugal,,TRUE
8688,FIFA World Cup qualification,17/11/1993,Poland,1,3,Netherlands,,TRUE
8689,FIFA World Cup qualification,17/11/1993,San Marino,1,7,England,,FALSE
8690,FIFA World Cup qualification,17/11/1993,Spain,1,0,Denmark,,TRUE
8691,FIFA World Cup qualification,17/11/1993,Switzerland,4,0,Estonia,,TRUE
8692,FIFA World Cup qualification,17/11/1993,Wales,1,2,Romania,,TRUE
8693,Friendly,26/11/1993,Gambia,3,0,Ghana,,FALSE
8694,Amilcar Cabral Cup,27/11/1993,Senegal,0,1,Mali,,FALSE
8695,Friendly,28/11/1993,Sierra Leone,2,3,Ghana,,TRUE
8696,Amilcar Cabral Cup,29/11/1993,Senegal,4,0,Mauritania,,FALSE
8697,Friendly,30/11/1993,Ghana,1,0,Guinea,,FALSE
8698,Amilcar Cabral Cup,01/12/1993,Senegal,0,0,Guinea-Bissau,,FALSE
8699,Amilcar Cabral Cup,03/12/1993,Gambia,0,2,Senegal,,FALSE
8700,Amilcar Cabral Cup,05/12/1993,Sierra Leone,2,0,Senegal,,TRUE
8701,Friendly,05/12/1993,United States,7,0,El Salvador,,TRUE
8702,Friendly,15/12/1993,Argentina,2,1,Germany,,FALSE
8703,Friendly,16/12/1993,Mexico,0,1,Brazil,,TRUE
8704,Friendly,18/12/1993,United States,0,3,Germany,,TRUE
8705,Friendly,22/12/1993,Mexico,0,0,Germany,,TRUE
8706,Friendly,29/12/1993,Ghana,0,0,Egypt,,TRUE
8707,Friendly,31/12/1993,Ghana,1,1,Tunisia,,TRUE
8708,Friendly,02/01/1994,Ghana,2,1,Egypt,,TRUE
8709,Friendly,15/01/1994,United States,2,1,Norway,,TRUE
8710,Friendly,19/01/1994,Costa Rica,0,0,Norway,,FALSE
8711,Friendly,19/01/1994,Mexico,1,1,Bulgaria,,FALSE
8712,Friendly,19/01/1994,Spain,2,2,Portugal,,TRUE
8713,Friendly,19/01/1994,Tunisia,2,2,Netherlands,,TRUE
8714,Friendly,22/01/1994,United States,1,1,Switzerland,,TRUE
8715,Friendly,23/01/1994,Mali,1,0,Senegal,,TRUE
8716,Friendly,23/01/1994,Saudi Arabia,1,0,China PR,,TRUE
8717,Friendly,25/01/1994,Qatar,1,0,Finland,,TRUE
8718,Friendly,26/01/1994,Mexico,1,5,Switzerland,,FALSE
8719,Friendly,26/01/1994,Saudi Arabia,1,1,China PR,,TRUE
8720,Friendly,27/01/1994,Qatar,0,0,Finland,,TRUE
8721,Friendly,29/01/1994,United States,1,1,Russia,,TRUE
8722,Friendly,30/01/1994,Senegal,0,0,Mali,,TRUE
8723,United Arab Emirates Friendship Tournament,02/02/1994,Egypt,1,1,Morocco,,FALSE
8724,Friendly,02/02/1994,Mexico,1,4,Russia,,FALSE
8725,United Arab Emirates Friendship Tournament,04/02/1994,United Arab Emirates,1,1,Morocco,,TRUE
8726,United Arab Emirates Friendship Tournament,06/02/1994,Morocco,2,1,Slovakia,,FALSE
8727,Friendly,06/02/1994,Saudi Arabia,1,1,Colombia,,TRUE
8728,Friendly,07/02/1994,Gambia,0,0,Senegal,,TRUE
8729,Malta International Tournament,08/02/1994,Malta,1,1,Tunisia,,TRUE
8730,Friendly,09/02/1994,Spain,1,1,Poland,,TRUE
8731,Malta International Tournament,10/02/1994,Slovenia,2,2,Tunisia,,FALSE
8732,Malta International Tournament,12/02/1994,Georgia,2,0,Tunisia,,FALSE
8733,Lunar New Year Cup,13/02/1994,Romania,2,1,United States,,FALSE
8734,Friendly,16/02/1994,Italy,0,1,France,,TRUE
8735,Friendly,16/02/1994,South Korea,1,2,Romania,,TRUE
8736,Friendly,16/02/1994,Malta,1,0,Belgium,,TRUE
8737,Friendly,18/02/1994,United States,1,1,Bolivia,,TRUE
8738,Friendly,20/02/1994,United States,1,3,Sweden,,TRUE
8739,Friendly,23/02/1994,Mali,0,0,Ghana,,TRUE
8740,Friendly,23/02/1994,Morocco,0,0,Finland,,TRUE
8741,Friendly,24/02/1994,Mexico,2,1,Sweden,,FALSE
8742,Friendly,26/02/1994,Colombia,2,2,South Korea,,FALSE
8743,Friendly,27/02/1994,Gabon,0,0,Senegal,,TRUE
8744,Friendly,02/03/1994,Mexico,0,0,Colombia,,TRUE
8745,Friendly,05/03/1994,United States,1,0,South Korea,,TRUE
8746,Friendly,09/03/1994,England,1,0,Denmark,,TRUE
8747,Friendly,09/03/1994,Hungary,1,2,Switzerland,,TRUE
8748,Friendly,09/03/1994,Nigeria,0,0,Ghana,,TRUE
8749,Friendly,09/03/1994,Wales,1,3,Norway,,TRUE
8750,Friendly,12/03/1994,United States,1,1,South Korea,,TRUE
8751,Friendly,16/03/1994,Egypt,0,0,Cameroon,,TRUE
8752,Friendly,17/03/1994,Tunisia,4,2,Niger,,TRUE
8753,Friendly,22/03/1994,France,3,1,Chile,,TRUE
8754,Friendly,23/03/1994,Brazil,2,0,Argentina,,TRUE
8755,Friendly,23/03/1994,Germany,2,1,Italy,,TRUE
8756,Friendly,23/03/1994,Greece,0,0,Poland,,TRUE
8757,Friendly,23/03/1994,Luxembourg,1,2,Morocco,,TRUE
8758,Friendly,23/03/1994,Scotland,0,1,Netherlands,,TRUE
8759,Friendly,23/03/1994,Spain,0,2,Croatia,,TRUE
8760,Friendly,26/03/1994,Saudi Arabia,0,2,Chile,,TRUE
8761,African Cup of Nations,26/03/1994,Tunisia,0,2,Mali,,TRUE
8762,Friendly,26/03/1994,United States,2,2,Bolivia,,TRUE
8763,African Cup of Nations,27/03/1994,Ghana,1,0,Guinea,,FALSE
8764,African Cup of Nations,29/03/1994,Senegal,2,1,Guinea,,FALSE
8765,African Cup of Nations,30/03/1994,Tunisia,1,1,DR Congo,,TRUE
8766,African Cup of Nations,31/03/1994,Ghana,1,0,Senegal,,FALSE
8767,African Cup of Nations,03/04/1994,Ghana,1,2,Ivory Coast,,FALSE
8768,African Cup of Nations,03/04/1994,Zambia,1,0,Senegal,,FALSE
8769,Friendly,13/04/1994,Poland,1,0,Saudi Arabia,,FALSE
8770,Friendly,16/04/1994,United States,1,1,Moldova,,TRUE
8771,Friendly,18/04/1994,Tunisia,2,0,Saudi Arabia,,TRUE
8772,Friendly,20/04/1994,Argentina,3,1,Morocco,,TRUE
8773,Friendly,20/04/1994,Denmark,3,1,Hungary,,TRUE
8774,Friendly,20/04/1994,Iceland,0,2,Saudi Arabia,,FALSE
8775,Friendly,20/04/1994,Netherlands,0,1,Republic of Ireland,,TRUE
8776,Friendly,20/04/1994,Norway,0,0,Portugal,,TRUE
8777,Friendly,20/04/1994,Slovakia,4,1,Croatia,,TRUE
8778,Friendly,20/04/1994,Switzerland,3,0,Czech Republic,,TRUE
8779,Friendly,20/04/1994,United States,3,0,Moldova,,TRUE
8780,Friendly,20/04/1994,Wales,0,2,Sweden,,TRUE
8781,Friendly,24/04/1994,United States,1,2,Iceland,,TRUE
8782,Friendly,27/04/1994,Greece,5,1,Saudi Arabia,,TRUE
8783,Friendly,27/04/1994,United Arab Emirates,0,2,Germany,,TRUE
8784,Friendly,30/04/1994,United States,0,2,Chile,,TRUE
8785,Friendly,01/05/1994,South Korea,2,2,Cameroon,,TRUE
8786,Friendly,03/05/1994,South Korea,2,1,Cameroon,,TRUE
8787,Friendly,04/05/1994,Bolivia,1,0,Saudi Arabia,,FALSE
8788,Friendly,04/05/1994,Brazil,3,0,Iceland,,TRUE
8789,Friendly,04/05/1994,Poland,3,2,Hungary,,TRUE
8790,Friendly,07/05/1994,United States,4,0,Estonia,,TRUE
8791,Friendly,09/05/1994,Greece,0,3,Cameroon,,TRUE
8792,Friendly,11/05/1994,Bolivia,1,1,Cameroon,,FALSE
8793,Friendly,15/05/1994,United States,1,0,Armenia,,TRUE
8794,Friendly,17/05/1994,England,5,0,Greece,,TRUE
8795,Friendly,17/05/1994,Poland,3,4,Austria,,TRUE
8796,Friendly,18/05/1994,Chile,3,3,Argentina,,TRUE
8797,Friendly,18/05/1994,Hungary,2,2,Croatia,,TRUE
8798,Friendly,22/05/1994,England,0,0,Norway,,TRUE
8799,Kirin Cup,22/05/1994,Japan,1,1,Australia,,TRUE
8800,Friendly,23/05/1994,Estonia,1,2,Wales,,TRUE
8801,Friendly,25/05/1994,Ecuador,1,0,Argentina,,TRUE
8802,Friendly,25/05/1994,United States,0,0,Saudi Arabia,,TRUE
8803,Kirin Cup,26/05/1994,Australia,0,1,France,,FALSE
8804,Friendly,26/05/1994,Denmark,1,0,Sweden,,TRUE
8805,Friendly,27/05/1994,Netherlands,3,1,Scotland,,TRUE
8806,Friendly,27/05/1994,Switzerland,2,0,Liechtenstein,,TRUE
8807,Friendly,28/05/1994,United States,1,1,Greece,,TRUE
8808,Friendly,29/05/1994,Germany,0,2,Republic of Ireland,,TRUE
8809,Kirin Cup,29/05/1994,Japan,1,4,France,,TRUE
8810,Friendly,31/05/1994,Israel,0,3,Argentina,,TRUE
8811,Friendly,01/06/1994,Canada,1,1,Morocco,,TRUE
8812,Friendly,01/06/1994,Netherlands,7,1,Hungary,,TRUE
8813,Friendly,01/06/1994,Norway,2,1,Denmark,,TRUE
8814,Friendly,02/06/1994,Austria,1,5,Germany,,TRUE
8815,Friendly,02/06/1994,Finland,1,2,Spain,,TRUE
8816,Friendly,03/06/1994,Italy,1,0,Switzerland,,TRUE
8817,Friendly,04/06/1994,Croatia,0,0,Argentina,,TRUE
8818,Friendly,04/06/1994,Trinidad and Tobago,2,3,Saudi Arabia,,FALSE
8819,Friendly,04/06/1994,United States,1,0,Mexico,,TRUE
8820,Friendly,05/06/1994,Canada,1,1,Brazil,,TRUE
8821,Friendly,05/06/1994,Ecuador,2,1,South Korea,,FALSE
8822,Friendly,08/06/1994,Australia,1,0,South Africa,,TRUE
8823,Friendly,08/06/1994,Belgium,3,1,Hungary,,TRUE
8824,Friendly,08/06/1994,Canada,0,2,Germany,,TRUE
8825,Friendly,08/06/1994,Honduras,2,8,Brazil,,FALSE
8826,Friendly,10/06/1994,Canada,0,2,Spain,,TRUE
8827,Friendly,11/06/1994,Bolivia,0,0,Switzerland,,FALSE
8828,Friendly,11/06/1994,Costa Rica,0,1,Italy,,FALSE
8829,Friendly,11/06/1994,Honduras,0,3,South Korea,,FALSE
8830,Friendly,11/06/1994,Mexico,3,0,Northern Ireland,,FALSE
8831,Friendly,12/06/1994,Australia,1,0,South Africa,,TRUE
8832,Friendly,12/06/1994,Canada,0,3,Netherlands,,TRUE
8833,Friendly,12/06/1994,El Salvador,0,4,Brazil,,FALSE
8834,Friendly,08/07/1994,Japan,3,2,Ghana,,TRUE
8835,Friendly,14/07/1994,Japan,2,1,Ghana,,TRUE
8836,Friendly,17/08/1994,Denmark,2,1,Finland,,TRUE
8837,Friendly,17/08/1994,France,2,2,Czech Republic,,TRUE
8838,Friendly,17/08/1994,Israel,0,4,Croatia,,TRUE
8839,Friendly,17/08/1994,Peru,2,0,Ecuador,,TRUE
8840,Friendly,17/08/1994,Poland,1,1,Belarus,,TRUE
8841,Friendly,23/08/1994,Egypt,2,0,Ghana,,TRUE
8842,Friendly,25/08/1994,Ghana,1,0,Zambia,,FALSE
8843,African Cup of Nations qualification,04/09/1994,Burkina Faso,2,1,Morocco,,TRUE
8844,UEFA Euro qualification,04/09/1994,Estonia,0,2,Croatia,,TRUE
8845,African Cup of Nations qualification,04/09/1994,Guinea-Bissau,1,3,Tunisia,,TRUE
8846,UEFA Euro qualification,04/09/1994,Israel,2,1,Poland,,TRUE
8847,Friendly,06/09/1994,Switzerland,1,0,United Arab Emirates,,TRUE
8848,UEFA Euro qualification,07/09/1994,Belgium,2,0,Armenia,,TRUE
8849,UEFA Euro qualification,07/09/1994,Cyprus,1,2,Spain,,TRUE
8850,Friendly,07/09/1994,England,2,0,United States,,TRUE
8851,UEFA Euro qualification,07/09/1994,Luxembourg,0,4,Netherlands,,TRUE
8852,UEFA Euro qualification,07/09/1994,North Macedonia,1,1,Denmark,,TRUE
8853,UEFA Euro qualification,07/09/1994,Northern Ireland,1,2,Portugal,,TRUE
8854,Friendly,07/09/1994,Russia,0,1,Germany,,TRUE
8855,UEFA Euro qualification,07/09/1994,Slovakia,0,0,France,,TRUE
8856,UEFA Euro qualification,07/09/1994,Wales,2,0,Albania,,TRUE
8857,Friendly,10/09/1994,Qatar,0,2,Oman,,TRUE
8858,Friendly,11/09/1994,South Korea,1,0,Ukraine,,TRUE
8859,Friendly,13/09/1994,South Korea,2,0,Ukraine,,TRUE
8860,Friendly,16/09/1994,Qatar,2,0,Yemen,,TRUE
8861,Friendly,19/09/1994,South Korea,0,0,United Arab Emirates,,TRUE
8862,Friendly,21/09/1994,Ecuador,0,0,Peru,,TRUE
8863,Friendly,24/09/1994,Australia,0,0,Kuwait,,FALSE
8864,Friendly,25/09/1994,Zambia,3,0,Ghana,,TRUE
8865,Friendly,27/09/1994,Japan,0,0,Australia,,TRUE
8866,UEFA Euro qualification,08/10/1994,France,0,0,Romania,,TRUE
8867,UEFA Euro qualification,09/10/1994,Croatia,2,0,Lithuania,,TRUE
8868,UEFA Euro qualification,09/10/1994,Latvia,1,3,Portugal,,TRUE
8869,Friendly,09/10/1994,Senegal,3,1,Niger,,TRUE
8870,UEFA Euro qualification,12/10/1994,Denmark,3,1,Belgium,,TRUE
8871,Friendly,12/10/1994,England,1,1,Romania,,TRUE
8872,Friendly,12/10/1994,Hungary,0,0,Germany,,TRUE
8873,UEFA Euro qualification,12/10/1994,North Macedonia,0,2,Spain,,TRUE
8874,UEFA Euro qualification,12/10/1994,Moldova,3,2,Wales,,TRUE
8875,UEFA Euro qualification,12/10/1994,Norway,1,1,Netherlands,,TRUE
8876,UEFA Euro qualification,12/10/1994,Poland,1,0,Azerbaijan,,TRUE
8877,UEFA Euro qualification,12/10/1994,Switzerland,4,2,Sweden,,TRUE
8878,African Cup of Nations qualification,16/10/1994,Cameroon,1,0,DR Congo,,TRUE
8879,African Cup of Nations qualification,16/10/1994,Niger,1,5,Ghana,,TRUE
8880,African Cup of Nations qualification,16/10/1994,Togo,2,0,Senegal,,TRUE
8881,Friendly,19/10/1994,Peru,0,1,Uruguay,,TRUE
8882,Friendly,19/10/1994,Saudi Arabia,2,1,United States,,TRUE
8883,Friendly,23/10/1994,Oman,0,1,Senegal,,TRUE
8884,Friendly,25/10/1994,Oman,2,1,Senegal,,TRUE
8885,Friendly,26/10/1994,Saudi Arabia,1,0,Trinidad and Tobago,,TRUE
8886,Friendly,28/10/1994,United Arab Emirates,3,2,Senegal,,TRUE
8887,Gulf Cup,03/11/1994,United Arab Emirates,2,0,Qatar,,TRUE
8888,Gulf Cup,04/11/1994,Oman,1,2,Saudi Arabia,,FALSE
8889,Gulf Cup,06/11/1994,United Arab Emirates,1,1,Saudi Arabia,,TRUE
8890,Gulf Cup,07/11/1994,Kuwait,1,0,Qatar,,FALSE
8891,Friendly,07/11/1994,Morocco,1,1,Cameroon,,TRUE
8892,Friendly,08/11/1994,Tunisia,2,0,Ivory Coast,,TRUE
8893,Gulf Cup,09/11/1994,Qatar,4,2,Oman,,FALSE
8894,Gulf Cup,10/11/1994,Saudi Arabia,3,1,Bahrain,,FALSE
8895,African Cup of Nations qualification,12/11/1994,Gambia,1,2,Ghana,,TRUE
8896,Gulf Cup,12/11/1994,Qatar,1,2,Saudi Arabia,,FALSE
8897,African Cup of Nations qualification,13/11/1994,Guinea-Bissau,1,4,Senegal,,TRUE
8898,African Cup of Nations qualification,13/11/1994,Lesotho,2,0,Cameroon,,TRUE
8899,African Cup of Nations qualification,13/11/1994,Morocco,1,0,Ivory Coast,,TRUE
8900,UEFA Euro qualification,13/11/1994,Portugal,1,0,Austria,,TRUE
8901,Gulf Cup,15/11/1994,Bahrain,1,1,Qatar,,FALSE
8902,UEFA Euro qualification,16/11/1994,Albania,1,2,Germany,,TRUE
8903,UEFA Euro qualification,16/11/1994,Belgium,1,1,North Macedonia,,TRUE
8904,Friendly,16/11/1994,Chile,0,3,Argentina,,TRUE
8905,Friendly,16/11/1994,England,1,0,Nigeria,,TRUE
